STATE/UT,DISTRICT,Year,Rape,Kidnapping_&_Abduction,Dowry_Deaths,Assault_on_women_with_intent_to_outrage_her_modesty,Insult_to_modesty_of_Women,Cruelty_by_Husband_or_his_Relatives,Importation_of_Girls,Total,Latitude,Longitude
UTTAR PRADESH,FATEHGARH,2001,9,38,22,23,28,93,0,213,27.3673,79.6221
UTTAR PRADESH,FATEHPUR,2001,28,27,46,25,15,59,0,200,25.8374362,80.85416203
UTTAR PRADESH,FIROZABAD,2001,22,59,48,33,69,89,0,320,27.20963993,78.42660625
UTTAR PRADESH,GAUTAMBUDH NAGAR,2001,16,30,17,39,40,54,0,196,28.39331104,77.52462468
UTTAR PRADESH,GHAZIABAD,2001,31,79,33,54,138,140,0,475,28.74997309,77.67441879
UTTAR PRADESH,GHAZIPUR,2001,6,19,22,18,29,56,0,150,25.62472478,83.53608546
UTTAR PRADESH,GONDA,2001,18,21,26,19,13,46,0,143,27.15721555,82.0226888
UTTAR PRADESH,GORAKHPUR,2001,13,52,16,25,36,52,0,194,26.63315887,83.35495604
UTTAR PRADESH,HARDOI,2001,70,60,63,86,21,136,0,436,27.33740909,80.26411768
UTTAR PRADESH,HATHRAS,2001,16,26,31,63,26,93,0,255,27.57814661,78.18251084
UTTAR PRADESH,J.P.NAGAR,2001,23,36,14,35,22,98,0,228,28.87049898,78.39009365
UTTAR PRADESH,JALAUN,2001,6,14,29,40,21,65,0,175,26.06795459,79.36686911
UTTAR PRADESH,JAUNPUR,2001,11,15,43,21,19,85,0,194,25.70141281,82.54315352
UTTAR PRADESH,JHANSI,2001,18,20,31,32,30,69,0,200,25.45581535,78.89954581
UTTAR PRADESH,KANNAUJ,2001,8,19,22,18,7,63,0,137,26.99398862,79.6443794
UTTAR PRADESH,KANPUR DEHAT,2001,21,34,39,45,7,79,0,225,26.43047641,79.98710083
UTTAR PRADESH,KANPUR NAGAR,2001,47,176,64,106,213,356,0,962,26.37046935,80.29251573
UTTAR PRADESH,KAUSHAMBI,2001,26,23,28,44,9,72,0,202,25.53587532,81.41811282
UTTAR PRADESH,KHIRI,2001,83,90,88,99,24,138,0,522,28.1651,80.6327
UTTAR PRADESH,KUSHI NAGAR,2001,7,20,18,19,35,14,0,113,26.89253068,83.92261542
UTTAR PRADESH,LALITPUR,2001,20,5,10,26,9,31,0,101,24.58877161,78.60082331
UTTAR PRADESH,LUCKNOW,2001,62,138,47,103,148,337,0,835,26.83823359,80.89706027
UTTAR PRADESH,MAHARAJGANJ,2001,13,13,7,13,37,10,0,93,27.17709911,83.46127857
UTTAR PRADESH,MAHOBA,2001,12,7,11,22,3,4,0,59,25.3452967,79.67863003
UTTAR PRADESH,MAINPURI,2001,13,31,42,32,3,63,0,184,27.17386862,79.03501851
UTTAR PRADESH,MATHURA,2001,25,33,21,48,50,77,0,254,27.59390433,77.62153417
UTTAR PRADESH,MAU,2001,17,25,16,33,27,39,0,157,26.01082204,83.50582654
UTTAR PRADESH,MEERUT,2001,28,96,34,59,123,236,0,576,29.02957626,77.80611006
UTTAR PRADESH,MIRZAPUR,2001,16,6,23,16,21,39,0,121,25.10207959,82.60126629
UTTAR PRADESH,MORADABAD,2001,44,72,45,79,85,207,0,532,28.85177041,78.73580193
UTTAR PRADESH,MUZAFFARNAGAR,2001,54,67,24,51,33,265,0,494,29.47050798,77.64017848
UTTAR PRADESH,PILIBHIT,2001,64,47,44,50,20,195,0,420,28.52024175,79.90103974
UTTAR PRADESH,PRATAPGARH,2001,18,35,33,21,9,44,0,160,25.86484273,81.93530049
UTTAR PRADESH,RAIBAREILLY,2001,58,50,29,57,17,137,0,348,26.25390284,81.22260463
UTTAR PRADESH,RAMPUR,2001,22,27,18,11,0,49,0,127,28.83244727,79.10977333
UTTAR PRADESH,SAHARANPUR,2001,41,52,21,45,96,196,0,451,30.03381165,77.59905148
UTTAR PRADESH,SANT KABIRNAGAR,2001,9,16,7,11,6,26,0,75,26.79159652,83.03877643
UTTAR PRADESH,SHAHJAHANPUR,2001,55,68,66,61,21,146,0,417,27.99138935,79.83022753
UTTAR PRADESH,SHRAWASTI,2001,13,18,4,16,8,18,0,77,27.60491788,81.79319777
UTTAR PRADESH,SIDHARTHNAGAR,2001,12,24,13,20,3,28,0,100,27.20738484,82.78664992
UTTAR PRADESH,SITAPUR,2001,85,47,82,71,35,106,0,426,27.50199596,80.85288881
UTTAR PRADESH,SONBHADRA,2001,5,6,12,9,4,5,0,41,24.46693269,83.06816325
UTTAR PRADESH,ST.RAVIDASNAGAR,2001,1,7,9,3,3,23,0,46,25.36457874,82.43494991
UTTAR PRADESH,SULTANPUR,2001,29,35,38,34,17,153,0,306,26.28463864,82.05710457
UTTAR PRADESH,UNNAO,2001,53,79,63,100,12,168,0,475,26.63163991,80.63677329
UTTAR PRADESH,VARANASI,2001,27,35,31,19,90,119,0,321,25.36057089,82.82529667
UTTARAKHAND,ALMORA,2001,4,1,3,5,0,5,0,18,29.68353213,79.50165064
UTTARAKHAND,BAGESHWAR,2001,1,4,8,1,0,0,0,14,29.98703393,79.83954354
UTTARAKHAND,CHAMOLI,2001,3,3,3,10,0,1,0,20,30.58338611,79.56281096
UTTARAKHAND,CHAMPAWAT,2001,0,3,0,7,0,5,0,15,29.29142394,80.07720212
UTTARAKHAND,DEHRADUN,2001,12,48,4,13,19,85,0,181,30.53333341,77.90884125
UTTARAKHAND,HARIDWAR,2001,13,23,10,21,33,105,0,205,29.88605766,77.92980068
UTTARAKHAND,NAINITAL,2001,5,0,5,11,3,29,0,53,29.33637053,79.49979118
UTTARAKHAND,PAURI GARHWAL,2001,7,7,5,4,1,7,0,31,29.97806755,78.77450163
UTTARAKHAND,PITHORAGARH,2001,7,0,2,6,4,10,0,29,30.14720632,80.34229231
UTTARAKHAND,RUDRA PRAYAG,2001,2,0,3,3,1,2,0,11,30.55657756,79.09422047
UTTARAKHAND,TEHRI GARHWAL,2001,2,5,2,3,0,8,0,20,30.46370092,78.48783793
UTTARAKHAND,UDHAMSINGH NAGAR,2001,10,29,10,7,22,31,0,109,29.02779578,79.45629005
UTTARAKHAND,UTTARKASHI,2001,8,3,1,12,1,13,0,38,30.96895855,78.56880615
WEST BENGAL,24 PARGANAS NORTH,2001,53,63,23,63,0,447,0,649,22.06238845,88.87793961
WEST BENGAL,24 PARGANAS SOUTH,2001,47,52,48,54,0,480,0,681,21.85442751,88.44536971
WEST BENGAL,ASANSOL,2001,0,0,1,0,0,32,0,33,23.6739,86.9524
WEST BENGAL,BANKURA,2001,26,5,22,28,0,78,0,159,23.08128089,87.12640054
WEST BENGAL,BIRBHUM,2001,43,28,4,43,0,151,0,269,24.06389343,87.65153089
WEST BENGAL,BURDWAN,2001,46,32,32,85,0,296,0,491,23.44445389,87.81505811
WEST BENGAL,COOCHBEHAR,2001,36,41,6,44,0,146,0,273,26.3357,89.4459
WEST BENGAL,DAKSHIN DINAJPUR,2001,10,28,4,37,0,101,0,180,25.34209436,88.6982168
WEST BENGAL,DARJEELING,2001,20,20,2,26,0,56,1,125,26.83961957,88.33145067
WEST BENGAL,HOOGHLY,2001,29,38,10,39,0,372,0,488,22.87929265,88.00010265
WEST BENGAL,HOWRAH,2001,2,5,8,13,0,43,0,71,22.40167417,87.99421177
WEST BENGAL,HOWRAH CITY,2001,7,10,5,6,0,84,0,112,22.5958,88.2636
WEST BENGAL,HOWRAH G.R.P.,2001,1,4,0,9,1,0,0,15,,
WEST BENGAL,JALPAIGURI,2001,54,24,2,47,0,150,0,277,26.62642031,89.04154375
WEST BENGAL,KOLKATA,2001,19,78,6,165,37,207,2,514,22.55058148,88.35276481
WEST BENGAL,MALDA,2001,40,23,5,48,0,92,0,208,25.08026803,88.17191685
WEST BENGAL,MIDNAPUR,2001,84,74,58,54,1,470,0,741,22.4309,87.3215
WEST BENGAL,MURSHIDABAD,2001,66,46,12,36,2,240,0,402,24.25950655,88.1681686
WEST BENGAL,NADIA,2001,71,90,10,77,7,252,0,507,23.56410971,88.58293035
WEST BENGAL,PURULIA,2001,23,15,3,48,0,86,0,175,23.25419233,86.39685329
WEST BENGAL,SEALDAH G.R.P.,2001,1,1,0,0,0,2,0,4,22.6189,88.3859
WEST BENGAL,SILIGURI G.R.P.,2001,0,0,0,1,0,0,0,1,26.7235,88.4163
WEST BENGAL,UTTAR DINAJPUR,2001,31,18,4,31,0,74,0,158,26.04461917,88.23595232
A & N ISLANDS,ANDAMAN,2001,3,2,0,18,1,9,0,33,12.38257107,92.82291051
A & N ISLANDS,NICOBAR,2001,0,0,0,1,0,0,0,1,7.83529075,93.51160124
CHANDIGARH,CHANDIGARH,2001,18,50,3,24,15,36,0,146,30.7426,76.75872466
D & N HAVELI,D and N HAVELI,2001,6,2,0,7,0,4,0,19,20.21513217,73.09454961
DAMAN & DIU,DAMAN,2001,0,3,0,0,0,4,0,7,20.43161667,72.83923661
DAMAN & DIU,DIU,2001,0,0,0,0,0,0,0,0,20.4283,72.8397
DELHI,CENTRAL,2001,28,42,4,30,7,2,0,113,28.6643,77.2167
DELHI,G.R.P.(RLY),2001,1,7,0,4,0,0,0,12,,
DELHI,I.G.I. AIRPORT,2001,0,1,0,0,2,0,0,3,28.5562,77.1
DELHI,NEW DELHI,2001,9,19,0,20,6,2,0,56,28.6139,77.209
DELHI,NORTH EAST,2001,36,123,20,34,1,8,0,222,28.7184,77.258
DELHI,NORTH WEST,2001,103,298,25,102,18,22,0,568,28.7186,77.0685
DELHI,S.T.F.,2001,0,0,0,0,0,0,0,0,,
DELHI,SOUTH WEST,2001,42,113,16,69,13,24,0,277,28.5929,77.0346
LAKSHADWEEP,LAKSHADWEEP,2001,0,0,0,0,0,0,0,0,10.5667,72.6417
PUDUCHERRY,PONDICHERRY,2001,9,3,1,35,27,3,0,78,11.9416,79.8083
